text,label,categories
"es una buena persona y es realmente interesante escucharlo hablar. Siempre me siento inspirado después de una clase. Sin embargo, nunca esperes sacar algo más alto que una C. Puedes pensar que tu ensayo es perfecto pero él lo destrozará en segundos. Toma a otro profesor si no quieres dedicar 9 horas de trabajo a un ensayo para obtener una nota 'promedio'.",MEDIO,PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL | DESARROLLO DEL CONOCIMIENTO
clase difícil.,BAJO,SIN CATEGORÍA
Calificó una clase de nivel 100 como si todos fuéramos especialistas en inglés en una clase de nivel 300 o superior. Nunca saqué más de una C en un ensayo. Fui al centro de escritura para cada trabajo. Muy poco claro en las instrucciones y difícil de abordar con preguntas. No tomes la clase con él.,MEDIO,PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL
"Calificador duro en los ensayos, asegúrate de hacer tu trabajo y los borradores. Las notas por participación te salvan a largo plazo. No faltes a clase y haz tu trabajo. Ir al centro de tutorías ayuda mucho.",BAJO,PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
No tomes Inglés 110 con Rand. No me siento mejor escribiendo debido a su confuso estilo de calificación.,MEDIO,PROCESOS DE EVALUACIÓN | DESARROLLO DEL CONOCIMIENTO
"En resumen, Rand necesita jubilarse antes de arruinar el promedio de todos. Cree que sabe mucho sobre inglés y cree que su trabajo es hacer que las tareas de ensayo sean acertijos innecesarios. Responde preguntas con más preguntas y le gusta hablar pestes de los profesores de secundaria; odiar a los profesores de secundaria irónicamente lo hace parecer como la secundaria. De verdad.",MEDIO,DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
Solo le dará una C a tu ensayo. No importa si es bueno o no. Esfuérzate muchísimo si planeas aprobar.,MEDIO,PROCESOS DE EVALUACIÓN
"Uno de los peores profesores en la u. Calificador extremadamente duro y espera demasiado en una clase de nivel 100. Cree que los ensayos de todos deberían ser obras maestras. No importaba cuánto tiempo dedicara a un ensayo, no podía sacar más de una C. La única razón por la que saqué una B en la clase fue porque nunca falté.",MEDIO,PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
"Esta clase es tan inútil que es ridículo. Estoy en la clase actualmente (solo porque es obligatoria). La clase no tiene relevancia para nada en la vida. Rand es un estúpido, la clase es muy aburrida. Podría hacer la clase mucho mejor escribiendo ensayos que realmente tengan significado en lugar de lo que dijo algún filósofo. ¡La lectura del libro de texto es difícil!",MEDIO,DESARROLLO DEL CONOCIMIENTO | DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL
Horrible profesor. No cree en los 5. Cree que otros profesores califican demasiado fácil. Responde tus preguntas con otras preguntas que no te ayudan. Te enseña material irrelevante que nunca volverás a usar. El peor profesor que he tenido.,MEDIO,PROCESOS DE EVALUACIÓN | DESARROLLO DEL CONOCIMIENTO | DESEMPEÑO DOCENTE
"El peor profesor de la historia. Me hizo preguntas personales que fueron incómodas, me hizo sentir estúpido cuando hacía preguntas y, en general, me desanimó. No tomes Inglés con él.",ALTO,INTEGRACIÓN INTERPERSONAL
"Asisto a su curso de Escritura Técnica y de Negocios. Rand humilla a las personas por no entender las tareas cuando preguntan. Muy egocéntrico, grosero con quienes necesitan ayuda, trabajo muy difícil, calificador duro, incluso con aquellos que siguen las instrucciones. Recomiendo mucho esperar para tomar esta clase con cualquier otra persona. No vale la pena perder puntos en tu promedio.",ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
"Era un calificador muy duro, pero calificaba basándose en la mejora a lo largo del semestre, no en qué tan bueno eras (quiero decir, obviamente calificaba qué tan buen escritor eras, pero se centraba más en cuánto progresabas). Aprendí mucho de él. Incluso voy a tomar mi próxima clase de inglés con él. ¡Definitivamente toma su curso si puedes!",BAJO,PROCESOS DE EVALUACIÓN | DESARROLLO DEL CONOCIMIENTO
"El profesor Steven Rand es muy poco claro y califica muy duro. Si estás en sus clases de inglés, salte si quieres algo más que una C. Odia que 'a los estudiantes se les calificara demasiado fácil en la secundaria', así que en respuesta a eso, le gusta reprobar a sus alumnos.",MEDIO,PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
"¡Es terrible! ¡Si lo tienes, déjalo INMEDIATAMENTE! ¡Es malo y un calificador extremadamente duro!",MEDIO,PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL
Horrible. Calificación horrible.,MEDIO,PROCESOS DE EVALUACIÓN
Desearía poder darle un cero.,MEDIO,SIN CATEGORÍA
No es bueno.,MEDIO,SIN CATEGORÍA
"Esta fue una clase difícil. Esperaba que todas las clases de la universidad fueran así, pero como la mayoría no lo son, fue algo refrescante tener a un profesor que me presionara tanto pues uno aprende asi, haciendo trabajos y esforzandose en los examenes",BAJO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Es un profesor rebelde/indisciplinado. Califica según cómo siente que son tus ideas. Nunca hay una respuesta correcta, los ensayos SIEMPRE pueden mejorar. No se lo recomendaría a nadie que quiera una nota superior a C; incluso para conseguir eso debes dedicar una cantidad excesiva de tiempo a cada ensayo.",MEDIO,PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
"Es confuso en todos los aspectos: en la clase, en las tareas y en la crítica. Sus tareas son mundanas y nunca cambian. Esperaba explorar la escritura y mejorar. Es un calificador imposible, especialmente porque califica según cómo SE SIENTE él respecto a tus ideas, no por la gramática o el contenido. MUY DECEPCIONANTE.",MEDIO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN | DESARROLLO DEL CONOCIMIENTO
"El peor profesor que he tenido en la u. Siento no tener un doctorado en inglés. su estilo de calificacin es demasiado rudo para una clase de primer semestre. Nadie en mi clase tiene un 4.5 pa arriba. He dedicado el triple de horas a esta clase que a cualquier otra, pero aun así es mi peor nota.",MEDIO,PROCESOS DE EVALUACIÓN
La peor experiencia de mi vida. Espera demasiado para un curso de nivel 100. Toma esta clase si quieres dedicar 15 horas a un ensayo de tres páginas y aun así sacar una C-. Políticas de calificación ridículas.,MEDIO,PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
"A pesar de lo inútil que es electromagética, hizo un trabajo decente manteniendo las cosas interesantes.",BAJO,DESEMPEÑO DOCENTE | DESARROLLO DEL CONOCIMIENTO
"Sus expectativas son altas para una clase obligatoria de nivel 100, especialmente porque la mayoría de los que la toman no son especialistas en inglés. A su favor, es inteligente y da buena retroalimentación. No se lo recomendaría a un estudiante de primer año.",BAJO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
es un chiste de docente y es tan increíblemente torpe socialmente! ¡No tomes esta clase a menos que quieras reprobar la universidad! Te da instrucciones para un ensayo pero califica según lo que tenga en mente ese día; su calificación no tiene sentido y nadie ha sacado un 5 en una de sus clases todavía.,MEDIO,PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE
"Tuve dificultades en su clase. Primero, es abogado, así que te engañará haciéndote pensar una cosa sin prometer nada realmente. Segundo, te dará unas 20 instrucciones diferentes para un solo ensayo y lo calificará según cómo se sienta. Clase estúpida, trabajé muy duro y logré una B pero me dijo que tenía una 'escritura débil'. ¡Evítalo!",MEDIO,PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
"Oigan, sean amables. Sí, es difícil de entender y un calificador muy duro, pero es profesor y al menos está haciendo su trabajo (por supuesto, a todos, incluido yo, nos encantarían clases más fáciles y comprensibles), solo agradezcan que está dispuesto a aguantar las tonterías de todos con la esperanza de ayudar a al menos un estudiante a mejorar en literatura.",BAJO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL
"Steven Rand fue el absoluto peor profesor que he tenido. Es sin duda el profesor más difícil que puedes tomar para cualquier clase de inglés. Califica extremadamente duro y no al nivel de una clase 100. Además, Steven Rand es el mayor acosador; hace que todos a su alrededor se sientan extremadamente incómodos.",ALTO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
"Esta es la clase de nivel 100 más difícil de la historia. No importa si dedicas tu vida a esta clase, ¡aun así no sacarás una A! Tómala en otro semestre o con un profesor diferente. Sus instrucciones no son claras. Va en contra de todo lo que dice el libro, pero te dice que uses el libro. Es confuso, un calificador duro y un tipo diferente. ¡¡MANTENTE ALEJADO!!",MEDIO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Actualmente estoy en esta clase. La tomé porque me dijeron que se suponía que era más fácil que la 120. Me arrepiento de haberme quedado en esta clase con Rand como mi profesor. Es amable y bastante inteligente, pero su calificación es ridícula. Es el calificador más duro que he encontrado. NO lo tomes si vas a cursar esta clase solo como materia general. ESCUCHA.",MEDIO,PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL
"Tomé 125 porque escuché que era más fácil que 120 a menos que te tocara cierto profesor. Bueno, este es ese profesor. Es un buen tipo pero espera la perfección y está fuera de la realidad. La clase es aburrida y difícil, y el libro es caro. El primer ensayo fue de 3-4 páginas, el último será de 15, y cada uno intermedio será más largo. NO lo recomendaría.",MEDIO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Esta fue, por mucho, la mejor experiencia de aprendizaje que he tenido en UND. Es un calificador duro pero ayuda marcando tus ensayos con sugerencias serias. Siento que muchos confunden sus correcciones con ataques personales cuando solo intenta sacar lo mejor de sus estudiantes. Mis habilidades de escritura han mejorado cien veces. Lo recomendaría a cualquiera.",BAJO,PROCESOS DE EVALUACIÓN | DESARROLLO DEL CONOCIMIENTO | INTEGRACIÓN INTERPERSONAL
"Debería haber leído estos comentarios antes de tomar esta clase. ¡Este fue por mucho el peor profesor que he tenido! Te hace sentir tonto y espera demasiado para una clase de nivel 100. ¡Me partí el lomo para sacar una B en el curso! Si puedes, por favor cambia a otro profesor, ¡estarás agradecido de haberlo hecho! ¡Espera que todos sean especialistas en inglés!",MEDIO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
Sin comentarios.,BAJO,SIN CATEGORÍA
"Horrible profesor, tuve que transferirme fuera del estado de lo mucho que odiaba a este tipo.",MEDIO,INTEGRACIÓN INTERPERSONAL
Fue un profesor muy injusto... ¡sugiero NO tomar clase con él!,MEDIO,PROCESOS DE EVALUACIÓN
¡IMPOSIBLE! Si todavía es posible dar de baja esta clase... ¡HAZLO! No es posible sacar más de una C. ¡Y solo para sacar una C tienes que matarte trabajando!,MEDIO,PROCESOS DE EVALUACIÓN
"Creo que es un gran tipo para hablar de música y cosas divertidas fuera de la escuela, pero nunca responde las preguntas que tienes, y da un par de 'B' en la clase y el resto... ya sabes...",MEDIO,DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN
Qué puedo decir de Rand... aquellos de ustedes que lo odian tanto deberían tener la suerte de no haber tenido que soportar su clase cinco días a la semana durante seis semanas por una hora y media cada día... ¡DEBERÍAN SENTIRSE ALGO AFORTUNADOS!,MEDIO,DESEMPEÑO DOCENTE
"Este hombre es el demonio atrapado en forma humana. Actualmente son las 2:42 a. m. del día anterior a este ensayo final y quiero sacarme los ojos. Si pudiera dar algún consejo a los futuros estudiantes, recomendaría darse de baja en el primer momento posible y ahorrarse algo de tiempo... o prepárate para pasar 8 horas escribiendo ensayos para sacar una C-. Lo desprecio.",MEDIO,PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL
¡Imposible sacar más de una C- en cualquier cosa! Te trata como si fueras un empleado de un programa de ciencia espacial de la NASA o algo así... Buen tipo pero un poco fuera de la realidad.,MEDIO,PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL
Es un asco... y quiere que fracases en la vida... mantente alejado... muy alejado...,MEDIO,PROCESOS DE EVALUACIÓN
"Es imposible sacar una buena nota. Si sacas una B, felicidades, creo que eres el primero. Es un calificador injusto. Fui al centro de escritura cuando él trabajaba y le pedí que revisara mi ensayo, hice todos los cambios que me dijo y aun así saqué una C. Pasé demasiado tiempo en sus ensayos. ¡Si lo tienes, sal de ahí ahora mismo!",MEDIO,PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
Nunca entendí lo que pedía porque nunca te decía lo que realmente quería que hicieras. Es un total idiota.,MEDIO,DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL
Imposible sacar una buena nota.,MEDIO,PROCESOS DE EVALUACIÓN
"Es bastante duro, espera demasiado.",BAJO,PROCESOS DE EVALUACIÓN
"Espera mucho de sus alumnos, pero se toma el tiempo de conocer a todos. Sugeriría ir al laboratorio de escritura antes de pedirle ayuda... y él suele sugerir eso también, o de lo contrario prepárate para mucha tinta roja.",BAJO,PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL
"Este tipo es duro como el acero. Lo único que hizo fue 'darme una paliza' (metafóricamente, fue muy duro conmigo) cuando pedí ayuda.",MEDIO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE
Es un asco.,MEDIO,SIN CATEGORÍA
Me odiaba... nunca nos enseñó cómo escribir.,MEDIO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE
Profesor ridículo... te mata con detalles estúpidos.,MEDIO,PROCESOS DE EVALUACIÓN
"El curso es difícil, pero realizable. El Sr. Farm te ayudará, pero la clave es usar el centro de aprendizaje de matemáticas. Es un profesor que quiere verte aprobar, así que intenta ayudar lo más posible.",BAJO,DESEMPEÑO DOCENTE | INTEGRACIÓN INTERPERSONAL
"todas las clases nos enviaba trabajo y si le deciamos que teniamos otras materias nos decia que no le importaba que para que meten mas materias, el segundo parcial te destroza; la chica sentada a mi lado lloró durante el examen",MEDIO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN | INTEGRACIÓN INTERPERSONAL
"La profe es una de las personas más amables que conocerás. enviaba muchas tareas pero si uno las hacia sacaba buenas notas, los examenes son dificiles y toca estudiar bastante, yo la habia perdido el semestre pasado y la volvi a ver este semestre porque queria aprender",BAJO,INTEGRACIÓN INTERPERSONAL | PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
"Los exámenes son difíciles porque nunca coincidían con los apuntes y las clases. En el examen final, teníamos que sacar un 70% o no aprobábamos. Todo lo que crees que va a estar en el examen, no está. Espera tarea 4 días a la semana. No lo recomendaría.",MEDIO,PROCESOS DE EVALUACIÓN | DESEMPEÑO DOCENTE
"Es el mejor profesor de matemáticas que he tenido. Es súper divertido y muy apasionado por lo que hace. Hay una prueba corta casi todos los días, pero no es el fin del mundo si pierdes una.",BAJO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
Toma esta clase con un profesor diferente.,MEDIO,SIN CATEGORÍA
Responderá todas las preguntas que tengas. Y está dispuesto a dar a sus estudiantes una segunda oportunidad para entregar tareas atrasadas. ¡Las pruebas sorpresa en clase son fáciles!,BAJO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Stuart está entre los profesores más amables que he tenido. Desafortunadamente, esto no se tradujo en que fuera uno eficaz. Prepárate para montones de tarea y pruebas diarias.",MEDIO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
"Si tomas una clase con Stuart Farm, prepárate para pasar MUCHO tiempo fuera de clase en la tarea, a menudo enseñándote a ti mismo, desafortunadamente. Además, hay una prueba en clase casi todos los días, ¡así que ve! La tarea es desafiante y consume tiempo, pero los exámenes son mucho más fáciles, lo cual es agradable. No es el mejor explicando el material, pero está bien.",MEDIO,DESEMPEÑO DOCENTE | PROCESOS DE EVALUACIÓN
Pésimo profesor en todos los aspectos. Lo tuve en mi primer año de universidad para matemáticas y me quedé atrapado con él de nuevo en mi tercer año y nada cambió... tal vez incluso empeoró.,MEDIO,DESEMPEÑO DOCENTE
"Buena persona pero absolutamente pésimo enseñando matemáticas. Se supone que esta clase es para estudiantes que están por debajo del promedio en matemáticas, pero él la hace muy difícil. Soy malo en matemáticas para empezar y él no ayuda. Evítalo a toda costa.",MEDIO,INTEGRACIÓN INTERPERSONAL | DESEMPEÑO DOCENTE
